Series Name,Series Code,Country Name,Country Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
GNI (current US$),NY.GNP.MKTP.CD,Central African Republic,CAF,1716880210.25294,1847781813.23295,2177935400.05043,2386745257.73409,2386023521.66114,2456788005.78888,2688202097.91811
GNI (current US$),NY.GNP.MKTP.CD,Chad,TCD,10618477273.031,9911697594.4878,9869508954.25817,11075017680.0106,11140998595.3498,9948225335.74479,11381134158.3072
GNI (current US$),NY.GNP.MKTP.CD,Channel Islands,CHI,..,..,..,..,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,Chile,CHL,236544316962.79,242363165343.123,265621494518.473,283294866760.032,268151995883.752,236832791213.421,298640738864.234
GNI (current US$),NY.GNP.MKTP.CD,China,CHN,11008771071688.5,11177576245837.9,12294278566275.1,13833788602117.6,14239928240407.3,14570068687688.4,17572333695146.5
GNI (current US$),NY.GNP.MKTP.CD,Colombia,COL,289657006288.123,279697108171.184,306544099201.043,325924723783.16,316057669689.526,267841971759.882,309255500360.225
GNI (current US$),NY.GNP.MKTP.CD,Comoros,COM,971041170.134648,1018354738.68849,1082473296.44637,1195077589.24473,1200664079.64628,1229785158.09193,1302398116.57873
GNI (current US$),NY.GNP.MKTP.CD,"Congo, Dem. Rep.",COD,35126776382.8788,36345365361.454,36945659017.8937,45864379412.0085,48961722123.0809,47444089515.3761,51986874181.829
GNI (current US$),NY.GNP.MKTP.CD,"Congo, Rep.",COG,11824419776.0295,9828534980.09469,9536265231.54469,12846704775.8875,11342075651.9335,8911342471.15114,12782645699.3274
GNI (current US$),NY.GNP.MKTP.CD,Costa Rica,CRI,54062014185.0111,56395465464.0263,57355100765.4273,59076173254.7045,60585991195.9007,58656755770.7639,60132529869.2123
GNI (current US$),NY.GNP.MKTP.CD,Cote d'Ivoire,CIV,44807384562.9239,46887633191.4514,50051967022.8553,55809155337.1927,56975603680.0811,59502171962.1395,67930954949.8342
GNI (current US$),NY.GNP.MKTP.CD,Croatia,HRV,50518064215.4734,51492054327.196,56198756935.4214,62062560777.968,62379408636.1875,58907236855.0087,69560020723.1946
GNI (current US$),NY.GNP.MKTP.CD,Cuba,CUB,86014000000,90086000000,95497000000,98575000000,101873800000,..,..
GNI (current US$),NY.GNP.MKTP.CD,Curacao,CUW,3134620111.73184,3092664804.46927,3119021620.11173,3125260335.19553,3127486927.3743,2612264134.07821,2812455792.11271
GNI (current US$),NY.GNP.MKTP.CD,Cyprus,CYP,19779687028.7363,20211699776.4003,22274965333.258,24680551425.3661,24541332645.248,23250425242.7184,26007856840.9225
GNI (current US$),NY.GNP.MKTP.CD,Czechia,CZE,175136907363.179,183030984148.2,206250524034.28,235330815043.776,237284304854.517,233709848019.733,269163536276.899
GNI (current US$),NY.GNP.MKTP.CD,Denmark,DNK,311964189253.733,320812594566.814,339391058127.817,366754681199.451,356539625739.249,366699355981.367,412080388248.687
GNI (current US$),NY.GNP.MKTP.CD,Djibouti,DJI,2397387660.99673,2524970308.51728,2635915380.28708,2771291986.31563,2995009917.22982,3082506549.59178,3422645607.44088
GNI (current US$),NY.GNP.MKTP.CD,Dominica,DMA,521843851.851852,555100555.555555,523367703.703704,555581629.62963,602072444.444444,511125666.666667,555825148.148148
GNI (current US$),NY.GNP.MKTP.CD,Dominican Republic,DOM,68228425256.6849,72451620190.429,76204175622.2862,81863678042.8196,84872399733.6967,75019702329.0786,89537253937.7957
GNI (current US$),NY.GNP.MKTP.CD,Ecuador,ECU,97501257000,98028639000,101858207000,104605438000,104934502000,96426857000,104502252483.135
GNI (current US$),NY.GNP.MKTP.CD,"Egypt, Arab Rep.",EGY,323665676819.407,327970017791.411,231165195652.174,243433399437.254,292071265603.645,353898651278.852,391743566093.053
GNI (current US$),NY.GNP.MKTP.CD,El Salvador,SLV,22346390000,22945050000,23591570000,24550760000,25540040000,23248020000,27112720000
GNI (current US$),NY.GNP.MKTP.CD,Equatorial Guinea,GNQ,9945017664.06179,8709938548.16762,8983530336.68081,10026979628.101,8329917010.94535,7454529367.8095,9147762170.96727
GNI (current US$),NY.GNP.MKTP.CD,Eritrea,ERI,..,..,..,..,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,Estonia,EST,22387751107.0312,23537298481.751,26262150181.8824,29976050226.9019,30497172385.8823,31019305048.4048,36545965937.2087
GNI (current US$),NY.GNP.MKTP.CD,Eswatini,SWZ,3903725441.89294,3610868072.55126,4107866513.12137,4343596151.08647,4042424127.09835,3590271045.45758,4361962647.29359
GNI (current US$),NY.GNP.MKTP.CD,Ethiopia,ETH,64326834729.9906,74053937524.5784,81285191646.1807,83892033920.3775,95322999764.7411,107045139885.794,110714009273.047
GNI (current US$),NY.GNP.MKTP.CD,Faroe Islands,FRO,2643558911.3988,2915949908.6412,3080207181.69289,3279605992.46191,3369313581.43161,3342305987.37408,3741597875.01392
GNI (current US$),NY.GNP.MKTP.CD,Fiji,FJI,4407184562.31775,4660905513.4544,4930307026.43423,5221546227.22741,5030971599.96778,4195973493.45034,4045990671.34044
GNI (current US$),NY.GNP.MKTP.CD,Finland,FIN,236841059684.375,241867185380.545,255775633889.412,276815737098.039,269873959027.451,276425164719.067,302896245189.918
GNI (current US$),NY.GNP.MKTP.CD,France,FRA,2491864986670.7,2525276585700.01,2653805221561.18,2855661376338.82,2787416524619.6,2679986129252.93,3045182552511.58
GNI (current US$),NY.GNP.MKTP.CD,French Polynesia,PYF,..,..,..,..,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,Gabon,GAB,13188718851.3015,12934875312.3494,13985729747.5427,15754973532.1678,15511133835.7823,14503352837.7633,17052331402.4703
GNI (current US$),NY.GNP.MKTP.CD,"Gambia, The",GMB,1345126868.55094,1456755151.30555,1476610604.41246,1641471456.93411,1783608279.65044,1785258593.40565,1987167103.04481
GNI (current US$),NY.GNP.MKTP.CD,Georgia,GEO,14615250561.8473,14440358558.3302,15447499820.6814,16912337107.9108,16692817891.6005,15104331382.4485,17459909901.1853
GNI (current US$),NY.GNP.MKTP.CD,Germany,DEU,3434101056827.73,3555930677612.46,3778789183700.01,4108434453701.96,4019078052949.01,4004193472555.65,4411027620953.42
GNI (current US$),NY.GNP.MKTP.CD,Ghana,GHA,47921089700.1023,53961581129.4695,57431697460.0621,64270236560.3123,65527306781.1554,70776628000.0715,75637343975.4803
GNI (current US$),NY.GNP.MKTP.CD,Gibraltar,GIB,..,..,..,..,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,Greece,GRC,195524237566.206,192207306613.596,198842523409.192,209711639142.139,203411239873.906,188005623449.784,213935202717.516
GNI (current US$),NY.GNP.MKTP.CD,Greenland,GRL,..,..,..,..,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,Grenada,GRD,880071222.222222,964617074.074074,1004051111.11111,1051975851.85185,1097604000,970910296.296296,1056830444.44444
GNI (current US$),NY.GNP.MKTP.CD,Guam,GUM,..,..,..,..,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,Guatemala,GTM,60699783495.3232,64628417702.8645,70153026034.6494,71825822521.0129,75766365559.2657,76218199360.2445,84076413852.3997
GNI (current US$),NY.GNP.MKTP.CD,Guinea,GIN,8650959121.19199,8446956121.39844,10274041360.4077,11448771521.7913,12782497680.9519,12861450265.8639,14217021446.2233
GNI (current US$),NY.GNP.MKTP.CD,Guinea-Bissau,GNB,1073811497.97949,1208741919.75236,1352932628.34994,1453500084.16652,1470018484.03597,1456255016.62653,1640828020.38788
GNI (current US$),NY.GNP.MKTP.CD,Guyana,GUY,4304537269.24939,4478082234.86683,4736697060.04843,4759901432.5762,5127130583.69305,5363089688.72902,7654530394.72422
GNI (current US$),NY.GNP.MKTP.CD,Haiti,HTI,14873787396.6938,14035590263.8597,15094067852.9533,16505312917.1418,14835495479.3161,14536821917.3148,20967472007.4231
GNI (current US$),NY.GNP.MKTP.CD,Honduras,HND,19549500574.1574,20197398730.0197,21721170344.5721,22173281679.4755,23102311442.9688,22170450616.1037,26171826270.8865
GNI (current US$),NY.GNP.MKTP.CD,"Hong Kong SAR, China",HKG,315108232926.546,328921969004.032,356100574860.134,378930152452.638,381393330695.9,365053240860.104,395544949313.024
GNI (current US$),NY.GNP.MKTP.CD,Hungary,HUN,119182529780.817,125141112045.183,137321995627.354,154275607394.203,159661704396.89,153455417266.42,176130277181.398
GNI (current US$),NY.GNP.MKTP.CD,Iceland,ISL,16543802057.7224,19826589745.4317,23965940755.6076,24925636305.7046,24634234577.5015,21074087065.6242,24377259095.4541
GNI (current US$),NY.GNP.MKTP.CD,India,IND,2079182325742.91,2247940124045.8,2622799774505.9,2673994353406.4,2804313595745.94,2631758361545.3,3126862532266.1
GNI (current US$),NY.GNP.MKTP.CD,Indonesia,IDN,832298855624.85,902045436049.031,983437954653.327,1011212624835.41,1085078647175.11,1030410290694.06,1154465277735.09
GNI (current US$),NY.GNP.MKTP.CD,"Iran, Islamic Rep.",IRN,408517212286.243,458482952325.499,487226041784.218,333272504930.432,284425160044.477,240407695664.402,360910985242.585
GNI (current US$),NY.GNP.MKTP.CD,Iraq,IRQ,165257902945.457,165041288747.885,185776960050.676,225613098287.888,232469897800.338,182171806543.624,205825133724.138
GNI (current US$),NY.GNP.MKTP.CD,Ireland,IRL,224608767716.753,243912675918.888,267503492452.218,299136601639.581,310165701604.556,320580322388.955,382593827822.99
GNI (current US$),NY.GNP.MKTP.CD,Isle of Man,IMN,6826965622.61268,6105729138.53632,6365148005.148,7111914609.73983,6968404391.11565,..,..
GNI (current US$),NY.GNP.MKTP.CD,Israel,ISR,300840439689.55,319214370535.598,356455986258.405,376417523469.291,400221694850.056,409618013862.518,481164286158.097
GNI (current US$),NY.GNP.MKTP.CD,Italy,ITA,1823940445540.23,1882461088199.89,1972735013154.24,2115040163160.31,2028350676137.25,1920487395391.45,2145466912852.29
GNI (current US$),NY.GNP.MKTP.CD,Jamaica,JAM,13748936050.16,13482109596.7065,14387889610.009,15134693861.715,15389268491.0072,13357924844.1744,14238786896.4872
GNI (current US$),NY.GNP.MKTP.CD,Japan,JPN,4619771168713.41,5177794688417.2,5113251596855.53,5230631860508.57,5323445358760.67,5222887209516.97,5129301336899.3
GNI (current US$),NY.GNP.MKTP.CD,Jordan,JOR,38153863014.7578,39586903550.2386,41401619020.382,43171423929.4154,45001471238.3692,44057889841.1163,45498497011.0268
GNI (current US$),NY.GNP.MKTP.CD,Kazakhstan,KAZ,172770532148.58,123828020084.171,148657300595.704,157278694859.5,158974567110.728,156009681697.941,172923312213.768
GNI (current US$),NY.GNP.MKTP.CD,Kenya,KEN,63195105853.1145,73804795654.1785,80474762331.6304,90812256667.2195,98774891656.0447,98931055473.5145,108691240330.653
GNI (current US$),NY.GNP.MKTP.CD,Kiribati,KIR,351401096.837202,318153434.433541,359252759.043532,366539898.386133,372873826.903024,337548689.009703,376051682.692308
GNI (current US$),NY.GNP.MKTP.CD,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,"Korea, Rep.",KOR,1470358106629.71,1505595667963.37,1630520867999.51,1731792367105.86,1665675897739.53,1658668665990.32,1831116833541.92
GNI (current US$),NY.GNP.MKTP.CD,Kosovo,XKX,6398603905.46988,6765304516.27186,7324712381.38274,8012045347.18942,8079698835.64711,7903802849.00285,9591067415.73034
GNI (current US$),NY.GNP.MKTP.CD,Kuwait,KWT,127259222333.001,122200264812.976,139487087701.945,156516857947.02,154471896903.821,..,..
GNI (current US$),NY.GNP.MKTP.CD,Kyrgyz Republic,KGZ,6417478339.98582,6455292065.54901,7331334800.41878,8020107852.52243,8091718899.60209,7524451491.41327,7847822799.40643
GNI (current US$),NY.GNP.MKTP.CD,Lao PDR,LAO,13784825970.2668,15228402733.3689,16170189391.765,17355921381.3884,17656109554.1632,17853650705.0794,17689912748.5413
GNI (current US$),NY.GNP.MKTP.CD,Latvia,LVA,27135736219.4242,28043513230.0588,30407328861.5471,33883565346.9874,33845376232.4941,34593491383.0398,39119352197.2901
GNI (current US$),NY.GNP.MKTP.CD,Lebanon,LBN,49420820075.2902,50329517818.1758,52818451125.6385,53788957813.466,50556504530.2445,30667128253.7961,22231940280.7316
GNI (current US$),NY.GNP.MKTP.CD,Lesotho,LSO,2639110142.7239,2400602946.37516,2620026066.13729,2863709888.9972,2776399635.94585,2510186662.69723,2843321266.41721
GNI (current US$),NY.GNP.MKTP.CD,Liberia,LBR,2947075700,3117419600,3087813500,2985754800,2965834700,2887982500,3297000000
GNI (current US$),NY.GNP.MKTP.CD,Libya,LBY,49136547929.3368,49944260644.4189,67838212082.0778,76928351648.3517,70040334692.1261,50591870886.4406,43169797204.5012
GNI (current US$),NY.GNP.MKTP.CD,Liechtenstein,LIE,5162406483.79052,5985894053.17637,6748654412.51143,6917476224.56284,6268866975.24653,..,..
GNI (current US$),NY.GNP.MKTP.CD,Lithuania,LTU,39940688841.875,41513241212.6196,46031954861.7177,52084496480.7654,52844780801.5999,55211445817.2982,63887018863.1773
GNI (current US$),NY.GNP.MKTP.CD,Luxembourg,LUX,38657980989.0234,41225831605.5643,47031112675.0589,50751283867.9215,47012779829.0195,51101739694.7861,59692666901.5494
GNI (current US$),NY.GNP.MKTP.CD,"Macao SAR, China",MAC,40244934251.722,40643756801.0406,44894767007.2265,48905890368.5351,48964872064.9278,30234657220.4629,30865105240.1474
GNI (current US$),NY.GNP.MKTP.CD,Madagascar,MDG,10894778610.1372,11379471664.0991,12760046041.9562,13299570242.6834,13612309509.7482,12666991180.4465,14172186400.9499
GNI (current US$),NY.GNP.MKTP.CD,Malawi,MWI,6153437697.08038,5409959443.59719,8790346113.53981,9716730708.25069,10841609606.4892,12000796592.52,12398475305.4663
GNI (current US$),NY.GNP.MKTP.CD,Malaysia,MYS,293132573294.072,292916457102.91,310122676960.283,347619005972.591,355640796620.398,330553110503.152,362952477493.785
GNI (current US$),NY.GNP.MKTP.CD,Maldives,MDV,3776960615.11229,4026225703.39137,4378592214.2068,4808561101.43722,5049574002.08035,3440529461.09887,4922076232.5421
GNI (current US$),NY.GNP.MKTP.CD,Mali,MLI,12808995389.4688,13651411051.1274,14864815498.5871,16560621640.0679,16584807517.3533,16726618171.5678,18250317609.6472
GNI (current US$),NY.GNP.MKTP.CD,Malta,MLT,10478413402.8625,10525988487.9345,12140946678.7167,14181105337.7421,14566004701.668,13636249000.5711,16216240094.6186
GNI (current US$),NY.GNP.MKTP.CD,Marshall Islands,MHL,245039900,257958900,266297000,273407900,286971000,293984300,293704300
GNI (current US$),NY.GNP.MKTP.CD,Mauritania,MRT,5986763077.81392,6282349080.94026,6703478658.67286,7435090536.05213,7969899157.28193,8299760505.73822,9849926792.61188
GNI (current US$),NY.GNP.MKTP.CD,Mauritius,MUS,12086790827.431,12525019765.4037,13860226092.9081,14937821207.9777,14772379381.792,11621169647.4182,11700106255.1419
GNI (current US$),NY.GNP.MKTP.CD,Mexico,MEX,1141602672778.78,1049583160881.05,1128823076215.89,1189348943427.4,1232011848823.69,1054822088096.21,1239325387817.92
GNI (current US$),NY.GNP.MKTP.CD,"Micronesia, Fed. Sts.",FSM,375852000,387000200,416554700,412197400,458300000,454400000,445128900
GNI (current US$),NY.GNP.MKTP.CD,Moldova,MDA,8194665158.00644,8517438758.23288,10220953749.7972,12007952322.3358,12595179795.2616,12253493780.3396,14056071333.2052
GNI (current US$),NY.GNP.MKTP.CD,Monaco,MCO,..,..,..,..,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,Mongolia,MNG,10652455443.034,10260105828.9319,9872124817.21692,11943636761.3041,12634360578.4014,12053017629.2894,13054692239.6699
GNI (current US$),NY.GNP.MKTP.CD,Montenegro,MNE,4143524797.5147,4415296103.60859,4956379123.36195,5571648205.00709,5604333706.48159,4845766267.80627,5983804589.54341
GNI (current US$),NY.GNP.MKTP.CD,Morocco,MAR,108703542496.646,110025898547.03,116714403631.861,125425363036.831,126978299071.446,120187958049.027,140921733325.916
GNI (current US$),NY.GNP.MKTP.CD,Mozambique,MOZ,15650835893.2033,11701500426.6036,12839427397.9583,14559037036.9756,15113497025.4987,13741900071.9787,15448140157.336
GNI (current US$),NY.GNP.MKTP.CD,Myanmar,MMR,60546861657.8327,58377649380.7719,59776220014.0241,65147998229.7154,66388788285.5142,76406297227.0824,63362548425.7309
GNI (current US$),NY.GNP.MKTP.CD,Namibia,NAM,11317069084.0549,10511238015.5682,12661495878.7851,13176790340.2318,12234173556.6106,10537701894.2262,12074230432.3635
GNI (current US$),NY.GNP.MKTP.CD,Nauru,NRU,118229470.005824,135754840.58815,152801870.427634,168746608.790016,170504934.916321,177302587.478214,221509067.840884
GNI (current US$),NY.GNP.MKTP.CD,Nepal,NPL,24704978151.4193,24843832219.2645,29263410537.3661,33328198533.1455,34539802030.1241,33830032732.9315,36486385880.4071
GNI (current US$),NY.GNP.MKTP.CD,Netherlands,NLD,757772895013.281,765032765730.352,824285426585.884,910598593874.509,891679358650.979,880056390964.983,990138147023.24
GNI (current US$),NY.GNP.MKTP.CD,New Caledonia,NCL,..,..,..,..,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,New Zealand,NZL,172157115709.828,182755608151.616,198859132329.519,204301883746.274,208157456971.094,208093295216.895,245588484934.22
GNI (current US$),NY.GNP.MKTP.CD,Nicaragua,NIC,12267705834.8742,12651884567.2758,13074208918.8677,12373039739.2341,12130235455.9096,11760770110.1563,13114322092.0645
GNI (current US$),NY.GNP.MKTP.CD,Niger,NER,10161941991.3375,10734605106.6679,11600277119.3375,13405989147.2896,13479237976.2455,13156292048.4515,15188307692.6129
GNI (current US$),NY.GNP.MKTP.CD,Nigeria,NGA,480055292895.853,395950175922.109,364253178873.795,402282967792.649,433449064637.171,416429693674.608,423882311505.655
GNI (current US$),NY.GNP.MKTP.CD,North Macedonia,MKD,9747427395.38074,10247929752.726,10859406003.7867,12150992525.011,12024667114.9758,11894791174.3625,13208529986.0102
GNI (current US$),NY.GNP.MKTP.CD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,Norway,NOR,401834328820.915,384963571428.571,413028249042.917,453416661543.191,417417500000,376701761217.807,503286961583.236
GNI (current US$),NY.GNP.MKTP.CD,Oman,OMN,76448114434.3303,73063719115.7347,77688946684.0052,86514954486.3459,82159687906.3719,70676627828.3485,82199779713.9142
GNI (current US$),NY.GNP.MKTP.CD,Pakistan,PAK,265957131701.171,308284858859.587,334191615769.187,350691224957.085,315299489229.723,294966666773.043,343862544719.179
GNI (current US$),NY.GNP.MKTP.CD,Palau,PLW,302277700,323893500,303897100,306178900,296747700,256600000,222800000
GNI (current US$),NY.GNP.MKTP.CD,Panama,PAN,50640813800,53770544500,58389898787.93,60405247038.73,62663200000,52265100000,59261300000
GNI (current US$),NY.GNP.MKTP.CD,Papua New Guinea,PNG,21327883145.4992,20529201244.8133,22294230776.4676,23492325519.9636,23707267070.1107,23577972803.4682,25499665355.6772
GNI (current US$),NY.GNP.MKTP.CD,Paraguay,PRY,34871677360.3421,34812603810.7576,37701521294.4928,38871358701.1769,36804812203.2947,34274587388.5542,38349497671.2399
GNI (current US$),NY.GNP.MKTP.CD,Peru,PER,183306117321.944,183938549968.89,201299187241.221,211618085559.545,220066520840.2,196348107241.981,207496263464.413
GNI (current US$),NY.GNP.MKTP.CD,Philippines,PHL,341467125998.84,354012408635.048,364718842229.836,383817158605.734,414552151966.011,389165758371.92,408173799023.659
GNI (current US$),NY.GNP.MKTP.CD,Poland,POL,459254808330.017,451790859287.816,502408647103.961,563963784367.472,571155388862.843,576680513885.683,647483363111.422
GNI (current US$),NY.GNP.MKTP.CD,Portugal,PRT,194045468799.965,201411635475.272,216161830459.115,236395409034.201,233752871351.921,225467491361.699,250592690421.302
GNI (current US$),NY.GNP.MKTP.CD,Puerto Rico,PRI,69602000000,69985200000,69049500000,67601100000,70765100000,70508700000,73580800000
GNI (current US$),NY.GNP.MKTP.CD,Qatar,QAT,158174570961.538,150622841208.791,160679616730.769,179589624148.352,171427935604.396,141366857850.765,176914299706.026
GNI (current US$),NY.GNP.MKTP.CD,Romania,ROU,176013735427.017,182789875936.145,207139299000.617,238869714202.354,247448537530.381,247472072973.61,279289452264.205
GNI (current US$),NY.GNP.MKTP.CD,Russian Federation,RUS,1325732263446.11,1241290379222.41,1532146087071.58,1616937756183.77,1639593344263.08,1454357778439.47,1735766635794.52
GNI (current US$),NY.GNP.MKTP.CD,Rwanda,RWA,8377080752.96905,8452521208.27969,8961396748.234,9294712977.7095,10008305994.1591,9947623076.1239,10844261645.0649
GNI (current US$),NY.GNP.MKTP.CD,Samoa,WSM,807839940.59651,825248115.698053,858936346.426881,849307980.049875,877127119.938885,838372748.165172,828454234.255261
GNI (current US$),NY.GNP.MKTP.CD,San Marino,SMR,..,..,1416009223.08764,1507394868.75534,1479618017.24386,1391503078.53238,..
GNI (current US$),NY.GNP.MKTP.CD,Sao Tome and Principe,STP,315036266.285437,346448959.623705,374514125.737546,412353809.728799,425925039.684339,477536661.68245,532353800.735178
GNI (current US$),NY.GNP.MKTP.CD,Saudi Arabia,SAU,671549918800,660662318666.667,699284138560,824289600000,811515733333.333,717195466666.667,..
GNI (current US$),NY.GNP.MKTP.CD,Senegal,SEN,17312461339.9904,18541863256.1015,20409581939.8967,22515354725.6126,22788439046.3739,23900827505.7072,27041843267.4692
GNI (current US$),NY.GNP.MKTP.CD,Serbia,SRB,37809807612.0701,38446563064.1843,41320166594.1282,48055905110.1521,48729123911.1598,51732845129.0333,60647891346.3594
